DataTime           	dB(A)	16	20	25	31.5	40	50	63	80	100	125	160	200	250	315	400	500	630	800	1000	1250	1600	2000	2500	3150	4000	5000	6300	8000	10000	12500	16000	20000
2024/01/31 15:41:20	102.9	6.9	1.3	4.0	8.0	22.8	29.8	17.5	23.2	26.6	40.8	51.7	61.9	69.1	75.3	68.0	64.2	67.0	73.0	77.5	82.3	83.3	88.8	91.0	93.4	97.1	99.3	86.9	80.4	81.8	77.6	73.0	61.8
2024/01/31 15:41:21	103.0	-5.7	-5.1	-1.3	11.4	23.5	31.3	25.1	23.9	26.5	40.2	49.2	61.8	69.2	74.4	70.1	62.6	66.2	72.9	77.7	82.0	82.9	88.7	91.5	94.0	97.1	99.5	86.5	76.9	80.9	77.8	72.8	61.2
2024/01/31 15:41:22	102.7	0.6	0.7	3.6	7.3	20.5	29.6	15.5	22.8	27.3	37.1	50.3	62.0	71.1	74.2	71.0	63.5	66.1	71.9	77.2	82.4	83.4	87.5	90.5	93.5	96.6	99.8	86.5	77.2	80.9	77.5	72.7	61.4
2024/01/31 15:41:23	102.3	-18.3	-12.7	1.3	4.8	21.9	30.0	11.3	17.2	23.5	32.7	51.2	61.2	71.4	74.2	69.4	65.2	66.3	72.0	76.9	82.6	82.1	87.8	90.2	93.1	96.6	99.2	86.2	77.5	80.7	77.5	72.4	61.3
2024/01/31 15:41:24	103.0	-0.1	3.5	9.9	15.7	24.3	30.6	23.8	28.7	31.4	38.9	52.1	61.3	69.5	73.1	69.2	64.6	65.4	71.9	77.3	82.7	83.3	89.7	90.4	94.5	96.6	99.6	86.2	76.8	80.4	77.4	72.2	61.2
2024/01/31 15:41:25	102.9	-13.9	-11.0	-0.1	4.2	21.6	30.1	10.8	17.6	25.2	39.0	53.1	62.2	68.5	73.7	69.3	63.8	64.7	71.7	75.9	82.6	83.4	88.0	89.9	93.6	96.7	99.4	85.1	76.4	80.9	77.2	72.9	61.4
2024/01/31 15:41:26	102.9	-4.0	2.4	3.7	13.6	25.2	31.7	23.5	25.6	26.4	35.0	49.0	59.6	67.9	73.3	69.4	63.5	64.9	71.1	76.7	83.8	84.1	87.9	90.6	93.4	96.9	99.1	86.2	75.7	80.9	77.8	72.5	61.2
2024/01/31 15:41:27	103.7	-4.4	-9.7	-3.0	5.8	22.5	30.1	15.1	19.6	25.3	36.3	49.8	62.4	69.0	73.0	70.4	64.9	67.9	71.7	77.1	82.6	84.4	88.7	90.4	93.2	97.1	100.0	86.6	76.7	81.0	77.6	73.0	61.7
2024/01/31 15:41:28	103.7	3.1	-2.4	1.3	5.1	21.9	30.3	15.3	20.0	25.0	35.5	49.3	60.2	68.7	72.3	69.6	63.1	66.1	72.2	77.7	84.7	85.1	89.4	91.4	93.9	97.8	100.4	86.8	77.6	81.8	78.4	72.8	62.3
2024/01/31 15:41:29	104.0	6.4	5.9	11.4	14.0	25.4	29.4	21.2	24.2	28.3	35.0	49.2	59.5	66.4	72.2	68.6	62.7	65.2	72.6	77.7	83.5	85.2	89.8	91.7	94.2	97.8	100.7	87.5	77.6	81.9	78.2	73.3	61.9
2024/01/31 15:41:30	103.4	4.3	0.1	3.4	10.0	21.6	29.7	15.6	20.6	26.4	32.6	48.6	59.2	67.6	73.2	69.6	63.7	66.3	72.4	78.0	83.7	84.5	89.4	91.3	94.2	97.9	100.2	87.0	78.2	81.8	78.3	73.1	61.8
2024/01/31 15:41:31	103.4	4.0	-0.2	4.9	14.3	24.7	31.0	21.3	24.1	24.0	37.0	49.2	59.8	68.6	73.5	68.9	64.0	66.6	72.9	77.1	83.8	84.8	90.2	91.6	94.5	97.7	99.9	87.1	77.8	81.2	78.0	72.6	61.7
2024/01/31 15:41:32	103.3	0.6	-1.2	4.1	9.9	22.4	29.6	15.6	22.3	24.1	34.2	48.9	58.4	67.2	72.5	69.4	64.4	66.6	72.0	77.3	83.2	84.4	89.4	91.4	93.8	97.7	100.0	87.1	78.4	81.3	77.9	72.7	61.7
2024/01/31 15:41:33	103.6	4.5	1.4	3.7	4.3	21.6	29.6	14.5	22.0	24.8	33.4	49.6	59.4	66.2	71.9	68.7	63.1	65.4	72.1	77.4	84.0	84.1	89.5	91.3	94.4	97.8	100.2	87.2	77.9	81.2	77.8	72.9	61.8
